run_name,arm,repeat,arm_family,model,setting,messaging_mode,message_schema,n_rows,n_evals,n_both_passed,n_merge_clean,n_conflicts,n_errors,total_cost,started_at,completed_at,csv
nano_hs_git_3,nano_hs_git,3,coop_git,claude-sonnet-5,coop,structured,"{'name': 'plan_handshake_v1', 'instructions': ""Coordinate in TWO STRICT PHASES. Do NOT edit any file until Phase 1 is complete.\n\nPHASE 1 — PLAN & HANDSHAKE (messages only, NO editing yet):\n1. Immediately send a PROPOSE: `my_files` = the files YOU will own (from your\n   feature), `your_files` = the files you think your PARTNER should own. Keep the\n   two sets DISJOINT.\n2. Run `coop-await` — it BLOCKS until your partner replies — to read their messages.\n3. If their split gives you a disjoint set you can implement your feature with,\n   reply ACCEPT (echo the agreed `my_files`). Otherwise reply REVISE with a better\n   split and `coop-await` again. Repeat until you have RECEIVED an ACCEPT from your\n   partner AND sent your own ACCEPT.\n4. Only after you have received your partner's ACCEPT may you begin editing.\n\nPHASE 2 — IMPLEMENT:\n5. Edit ONLY the files in your agreed `my_files`. If you discover you genuinely must\n   touch a file your partner owns, send a REVISE and re-agree BEFORE touching it.\n6. Send DONE when your implementation is finished.\n\nThe whole point: agree a disjoint file split up front so your patches never collide\nat merge time.\n"", 'fields': [{'name': 'type', 'required': True, 'enum': ['PROPOSE', 'ACCEPT', 'REVISE', 'DONE'], 'description': 'handshake message type'}, {'name': 'my_files', 'required': True, 'enum': None, 'description': 'comma-separated files YOU will own and edit'}, {'name': 'your_files', 'required': False, 'enum': None, 'description': 'comma-separated files you propose your PARTNER owns'}, {'name': 'note', 'required': False, 'enum': None, 'description': 'optional short rationale'}]}",20,20,15,12,8,0,41.7137658,2026-07-07T22:15:57.771065,2026-07-07T23:26:03.272538,nano_hs_git_3.csv
nano_hs_git_4,nano_hs_git,4,coop_git,claude-sonnet-5,coop,structured,"{'name': 'plan_handshake_v1', 'instructions': ""Coordinate in TWO STRICT PHASES. Do NOT edit any file until Phase 1 is complete.\n\nPHASE 1 — PLAN & HANDSHAKE (messages only, NO editing yet):\n1. Immediately send a PROPOSE: `my_files` = the files YOU will own (from your\n   feature), `your_files` = the files you think your PARTNER should own. Keep the\n   two sets DISJOINT.\n2. Run `coop-await` — it BLOCKS until your partner replies — to read their messages.\n3. If their split gives you a disjoint set you can implement your feature with,\n   reply ACCEPT (echo the agreed `my_files`). Otherwise reply REVISE with a better\n   split and `coop-await` again. Repeat until you have RECEIVED an ACCEPT from your\n   partner AND sent your own ACCEPT.\n4. Only after you have received your partner's ACCEPT may you begin editing.\n\nPHASE 2 — IMPLEMENT:\n5. Edit ONLY the files in your agreed `my_files`. If you discover you genuinely must\n   touch a file your partner owns, send a REVISE and re-agree BEFORE touching it.\n6. Send DONE when your implementation is finished.\n\nThe whole point: agree a disjoint file split up front so your patches never collide\nat merge time.\n"", 'fields': [{'name': 'type', 'required': True, 'enum': ['PROPOSE', 'ACCEPT', 'REVISE', 'DONE'], 'description': 'handshake message type'}, {'name': 'my_files', 'required': True, 'enum': None, 'description': 'comma-separated files YOU will own and edit'}, {'name': 'your_files', 'required': False, 'enum': None, 'description': 'comma-separated files you propose your PARTNER owns'}, {'name': 'note', 'required': False, 'enum': None, 'description': 'optional short rationale'}]}",20,20,13,15,5,0,38.3750991,2026-07-07T23:26:04.806140,2026-07-08T00:22:31.332244,nano_hs_git_4.csv
nano_hs_git_5,nano_hs_git,5,coop_git,claude-sonnet-5,coop,structured,"{'name': 'plan_handshake_v1', 'instructions': ""Coordinate in TWO STRICT PHASES. Do NOT edit any file until Phase 1 is complete.\n\nPHASE 1 — PLAN & HANDSHAKE (messages only, NO editing yet):\n1. Immediately send a PROPOSE: `my_files` = the files YOU will own (from your\n   feature), `your_files` = the files you think your PARTNER should own. Keep the\n   two sets DISJOINT.\n2. Run `coop-await` — it BLOCKS until your partner replies — to read their messages.\n3. If their split gives you a disjoint set you can implement your feature with,\n   reply ACCEPT (echo the agreed `my_files`). Otherwise reply REVISE with a better\n   split and `coop-await` again. Repeat until you have RECEIVED an ACCEPT from your\n   partner AND sent your own ACCEPT.\n4. Only after you have received your partner's ACCEPT may you begin editing.\n\nPHASE 2 — IMPLEMENT:\n5. Edit ONLY the files in your agreed `my_files`. If you discover you genuinely must\n   touch a file your partner owns, send a REVISE and re-agree BEFORE touching it.\n6. Send DONE when your implementation is finished.\n\nThe whole point: agree a disjoint file split up front so your patches never collide\nat merge time.\n"", 'fields': [{'name': 'type', 'required': True, 'enum': ['PROPOSE', 'ACCEPT', 'REVISE', 'DONE'], 'description': 'handshake message type'}, {'name': 'my_files', 'required': True, 'enum': None, 'description': 'comma-separated files YOU will own and edit'}, {'name': 'your_files', 'required': False, 'enum': None, 'description': 'comma-separated files you propose your PARTNER owns'}, {'name': 'note', 'required': False, 'enum': None, 'description': 'optional short rationale'}]}",20,20,15,12,8,0,43.104388500000006,2026-07-08T00:22:32.821210,2026-07-08T01:37:49.097104,nano_hs_git_5.csv
nano_msg_1,nano_msg,1,coop_nogit,claude-sonnet-5,coop,,,20,20,2,2,18,0,26.9562303,2026-07-02T23:50:45.996694,2026-07-03T00:40:09.885142,nano_msg_1.csv
nano_msg_10,nano_msg,10,coop_nogit,claude-sonnet-5,coop,,,20,20,2,8,12,0,19.7721051,2026-07-03T15:24:59.226642,2026-07-03T16:04:15.647499,nano_msg_10.csv
nano_msg_11,nano_msg,11,coop_nogit,claude-sonnet-5,coop,,,20,20,2,5,15,0,23.2456261,2026-07-03T22:56:41.660664,2026-07-03T23:43:43.524816,nano_msg_11.csv
nano_msg_12,nano_msg,12,coop_nogit,claude-sonnet-5,coop,,,20,20,1,1,19,0,25.4609606,2026-07-04T00:25:49.656074,2026-07-04T01:12:25.015732,nano_msg_12.csv
nano_msg_13,nano_msg,13,coop_nogit,claude-sonnet-5,coop,,,20,20,4,5,15,0,26.96243069999999,2026-07-04T01:55:36.594525,2026-07-04T02:47:43.544031,nano_msg_13.csv
nano_msg_14,nano_msg,14,coop_nogit,claude-sonnet-5,coop,,,20,20,2,3,17,0,24.63487395,2026-07-04T03:29:40.599113,2026-07-04T04:17:03.392805,nano_msg_14.csv
nano_msg_15,nano_msg,15,coop_nogit,claude-sonnet-5,coop,,,20,20,2,2,18,0,26.201815099999997,2026-07-04T05:02:03.690373,2026-07-04T05:50:58.616143,nano_msg_15.csv
nano_msg_2,nano_msg,2,coop_nogit,claude-sonnet-5,coop,,,20,20,3,3,17,0,25.079166899999997,2026-07-03T01:20:00.938866,2026-07-03T02:07:17.628840,nano_msg_2.csv
nano_msg_3,nano_msg,3,coop_nogit,claude-sonnet-5,coop,,,20,20,4,4,16,0,23.717500500000003,2026-07-03T02:48:10.053761,2026-07-03T03:34:33.297555,nano_msg_3.csv
nano_msg_4,nano_msg,4,coop_nogit,claude-sonnet-5,coop,,,20,20,0,20,0,0,0.48891809999999997,2026-07-03T04:13:46.898238,2026-07-03T04:32:50.006191,nano_msg_4.csv
nano_msg_5,nano_msg,5,coop_nogit,claude-sonnet-5,coop,,,20,20,0,20,0,0,0.0,2026-07-03T04:57:04.246632,2026-07-03T05:19:18.683233,nano_msg_5.csv
nano_msg_6,nano_msg,6,coop_nogit,claude-sonnet-5,coop,,,20,20,3,3,17,0,25.756483,2026-07-03T09:38:22.502742,2026-07-03T10:27:11.025694,nano_msg_6.csv
nano_msg_7,nano_msg,7,coop_nogit,claude-sonnet-5,coop,,,20,20,3,5,15,0,20.867530199999997,2026-07-03T11:08:49.367321,2026-07-03T11:48:34.094176,nano_msg_7.csv
nano_msg_8,nano_msg,8,coop_nogit,claude-sonnet-5,coop,,,20,20,1,1,19,0,25.703976599999997,2026-07-03T12:31:54.949383,2026-07-03T13:17:53.780046,nano_msg_8.csv
nano_msg_9,nano_msg,9,coop_nogit,claude-sonnet-5,coop,,,20,20,2,2,18,0,25.422147000000002,2026-07-03T14:03:09.839832,2026-07-03T14:50:52.640355,nano_msg_9.csv
nano_nomsg_git_1,nano_nomsg_git,1,coop_git,claude-sonnet-5,coop,off,,20,20,3,3,17,0,22.589553149999997,2026-07-07T10:57:30.962070,2026-07-07T11:46:11.598585,nano_nomsg_git_1.csv
nano_nomsg_git_2,nano_nomsg_git,2,coop_git,claude-sonnet-5,coop,off,,20,20,3,4,16,0,18.198785400000002,2026-07-07T11:46:16.069399,2026-07-07T12:37:37.504268,nano_nomsg_git_2.csv
nano_nomsg_git_3,nano_nomsg_git,3,coop_git,claude-sonnet-5,coop,off,,20,20,3,4,16,0,17.527709400000006,2026-07-07T12:37:39.067421,2026-07-07T13:20:39.903610,nano_nomsg_git_3.csv
nano_nomsg_git_4,nano_nomsg_git,4,coop_git,claude-sonnet-5,coop,off,,20,20,2,2,18,0,19.2254367,2026-07-07T13:20:41.433880,2026-07-07T14:11:54.687360,nano_nomsg_git_4.csv
nano_nomsg_git_5,nano_nomsg_git,5,coop_git,claude-sonnet-5,coop,off,,20,20,2,2,18,0,16.9020858,2026-07-07T14:11:56.147674,2026-07-07T14:56:39.556358,nano_nomsg_git_5.csv
nano_pool2_solo_1,nano_pool2_solo,1,solo,claude-sonnet-5,solo,,,30,30,7,0,0,0,16.4835474,2026-07-02T20:19:03.791217,2026-07-02T20:41:54.876568,nano_pool2_solo_1.csv
nano_pool3_solo_1,nano_pool3_solo,1,solo,claude-sonnet-5,solo,,,19,15,1,0,0,4,7.0555143000000005,2026-07-02T20:58:21.827860,2026-07-02T21:25:25.919092,nano_pool3_solo_1.csv
nano_pool_solo_1,nano_pool_solo,1,solo,claude-sonnet-5,solo,,,30,30,11,0,0,0,24.254873699999997,2026-07-02T17:46:48.402221,2026-07-02T18:15:04.403879,nano_pool_solo_1.csv
nano_solo_1,nano_solo,1,solo,claude-sonnet-5,solo,,,20,20,6,0,0,0,13.8174972,2026-07-02T17:01:14.270122,2026-07-02T17:34:48.927399,nano_solo_1.csv
nano_struct_1,nano_struct,1,coop_nogit,claude-sonnet-5,coop,structured,"{'name': 'semi_structured_v1', 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",20,20,1,2,18,0,25.113377399999997,2026-07-05T23:51:23.626573,2026-07-05T23:56:22.323847,nano_struct_1.csv
nano_struct_10,nano_struct,10,coop_nogit,claude-sonnet-5,coop,structured,"{'name': 'semi_structured_v1', 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",20,20,0,16,4,0,4.0038257999999995,2026-07-06T06:03:11.192021,2026-07-06T07:26:17.111977,nano_struct_10.csv
nano_struct_11,nano_struct,11,coop_nogit,claude-sonnet-5,coop,structured,"{'name': 'semi_structured_v1', 'instructions': None, 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",20,20,4,5,15,0,23.653200000000002,2026-07-06T22:19:18.986083,2026-07-06T23:05:46.951860,nano_struct_11.csv
nano_struct_12,nano_struct,12,coop_nogit,claude-sonnet-5,coop,structured,"{'name': 'semi_structured_v1', 'instructions': None, 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",20,20,0,16,4,0,6.804247499999999,2026-07-06T23:05:48.486812,2026-07-06T23:47:00.209673,nano_struct_12.csv
nano_struct_13,nano_struct,13,coop_nogit,claude-sonnet-5,coop,structured,"{'name': 'semi_structured_v1', 'instructions': None, 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",20,20,2,2,18,0,25.9190817,2026-07-06T23:47:04.730381,2026-07-07T00:36:52.216811,nano_struct_13.csv
nano_struct_14,nano_struct,14,coop_nogit,claude-sonnet-5,coop,structured,"{'name': 'semi_structured_v1', 'instructions': None, 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",20,20,1,3,17,0,21.4264256,2026-07-07T00:36:53.706322,2026-07-07T01:20:37.085295,nano_struct_14.csv
nano_struct_15,nano_struct,15,coop_nogit,claude-sonnet-5,coop,structured,"{'name': 'semi_structured_v1', 'instructions': None, 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",20,20,3,3,17,0,21.572540099999994,2026-07-07T01:20:38.602794,2026-07-07T02:08:58.197823,nano_struct_15.csv
nano_struct_2,nano_struct,2,coop_nogit,claude-sonnet-5,coop,structured,"{'name': 'semi_structured_v1', 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",20,20,3,3,17,0,24.9084666,2026-07-05T23:56:23.791455,2026-07-06T00:43:41.378163,nano_struct_2.csv
nano_struct_3,nano_struct,3,coop_nogit,claude-sonnet-5,coop,structured,"{'name': 'semi_structured_v1', 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",20,20,2,2,18,0,23.9296679,2026-07-06T00:43:45.286394,2026-07-06T01:34:16.077610,nano_struct_3.csv
nano_struct_4,nano_struct,4,coop_nogit,claude-sonnet-5,coop,structured,"{'name': 'semi_structured_v1', 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",20,20,2,3,17,0,23.166163199999996,2026-07-06T01:34:17.587657,2026-07-06T02:17:12.502787,nano_struct_4.csv
nano_struct_5,nano_struct,5,coop_nogit,claude-sonnet-5,coop,structured,"{'name': 'semi_structured_v1', 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",20,20,2,2,18,0,22.452766799999996,2026-07-06T02:17:13.987448,2026-07-06T02:58:04.685606,nano_struct_5.csv
nano_struct_6,nano_struct,6,coop_nogit,claude-sonnet-5,coop,structured,"{'name': 'semi_structured_v1', 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",20,20,1,2,18,0,21.545541299999996,2026-07-06T02:58:07.044576,2026-07-06T03:43:43.052002,nano_struct_6.csv
nano_struct_7,nano_struct,7,coop_nogit,claude-sonnet-5,coop,structured,"{'name': 'semi_structured_v1', 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",20,20,2,3,17,0,21.271594,2026-07-06T03:43:44.544846,2026-07-06T04:31:00.301421,nano_struct_7.csv
nano_struct_8,nano_struct,8,coop_nogit,claude-sonnet-5,coop,structured,"{'name': 'semi_structured_v1', 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",20,20,4,4,16,0,24.463422299999998,2026-07-06T04:31:01.792336,2026-07-06T05:17:25.402571,nano_struct_8.csv
nano_struct_9,nano_struct,9,coop_nogit,claude-sonnet-5,coop,structured,"{'name': 'semi_structured_v1', 'fields': [{'name': 'type', 'required': True, 'enum': ['CLAIM', 'INTENT', 'QUESTION', 'ANSWER', 'STATUS'], 'description': 'the kind of message'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files/regions you will touch (declare early to avoid clobbering peers)'}, {'name': 'summary', 'required': True, 'enum': None, 'description': 'one-sentence intent'}, {'name': 'blocked_on', 'required': False, 'enum': None, 'description': 'anything you need from a peer before you can proceed'}]}",20,20,3,3,17,0,23.2532616,2026-07-06T05:17:27.146524,2026-07-06T06:03:09.427404,nano_struct_9.csv
smoke_ca_1,smoke_ca,1,smoke,claude-sonnet-5,coop,structured,"{'name': 'coauthor_overlap_v1', 'instructions': 'Coordinate in THREE STRICT PHASES. Do NOT edit any file until Phase 2 is agreed.\n\nPHASE 1 — DISCOVER OVERLAPPING CONSTRUCTS (messages only, NO editing yet):\n1. Immediately send a SURVEY: `files` = every file YOUR feature must edit, and in\n   `note` name the specific construct(s) — function/class/import block — you must\n   change (e.g. ""the `encode()` method"").\n2. Run `coop-await` — it BLOCKS until your partner replies — to read their SURVEY.\n3. Identify OVERLAPPING constructs: any function/class/block you BOTH must edit.\n\nPHASE 2 — CO-AUTHOR THE OVERLAP (still NO editing):\n4. For EACH overlapping construct, jointly write the FULL merged version of it — one\n   implementation that carries BOTH features\' behaviour at once (e.g. the whole\n   `encode()` method with BOTH new parameters AND both new code paths). Send a DRAFT:\n   `region` = which construct, `code` = the complete verbatim source of the merged\n   construct.\n5. `coop-await`, compare against your partner\'s DRAFT character-for-character. If they\n   differ in ANY way (order, whitespace, types, trailing commas), send a new DRAFT\n   until you converge. Then send AGREE echoing the exact `code`. You must BOTH end\n   Phase 2 holding the identical agreed text for every overlapping construct.\n\nPHASE 3 — IMPLEMENT:\n6. For every overlapping construct, write the agreed `code` VERBATIM — copy it\n   exactly, do not paraphrase, retype, or reformat it. Both of you write the same text.\n7. For any construct only YOU touch (not overlapping), implement it normally — but it\n   must not overlap your partner\'s non-shared constructs.\n8. Send DONE when finished.\n\nThe whole point: for every construct you both edit, your patch and your partner\'s\npatch contain the IDENTICAL merged code, so git merges them as identical rather than\nconflicting — and each patch already satisfies both features there.\n', 'fields': [{'name': 'type', 'required': True, 'enum': ['SURVEY', 'DRAFT', 'AGREE', 'DONE'], 'description': 'coordination message type'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files this message is about'}, {'name': 'region', 'required': False, 'enum': None, 'description': ""which overlapping construct this DRAFT/AGREE is about (e.g. 'encode() method')""}, {'name': 'code', 'required': False, 'enum': None, 'description': ""the complete verbatim source of the merged construct — must be byte-identical to your partner's""}, {'name': 'note', 'required': False, 'enum': None, 'description': 'optional short rationale or the construct name(s) involved'}]}",1,1,1,1,0,0,1.6162869000000004,2026-07-08T10:12:49.652466,2026-07-08T10:17:56.235004,smoke_ca_1.csv
smoke_ca_2,smoke_ca,2,smoke,claude-sonnet-5,coop,structured,"{'name': 'coauthor_overlap_v1', 'instructions': 'Coordinate in THREE STRICT PHASES. Do NOT edit any file until Phase 2 is agreed.\n\nPHASE 1 — DISCOVER OVERLAPPING CONSTRUCTS (messages only, NO editing yet):\n1. Immediately send a SURVEY: `files` = every file YOUR feature must edit, and in\n   `note` name the specific construct(s) — function/class/import block — you must\n   change (e.g. ""the `encode()` method"").\n2. Run `coop-await` — it BLOCKS until your partner replies — to read their SURVEY.\n3. Identify OVERLAPPING constructs: any function/class/block you BOTH must edit.\n\nPHASE 2 — CO-AUTHOR THE OVERLAP (still NO editing):\n4. For EACH overlapping construct, jointly write the FULL merged version of it — one\n   implementation that carries BOTH features\' behaviour at once (e.g. the whole\n   `encode()` method with BOTH new parameters AND both new code paths). Send a DRAFT:\n   `region` = which construct, `code` = the complete verbatim source of the merged\n   construct.\n5. `coop-await`, compare against your partner\'s DRAFT character-for-character. If they\n   differ in ANY way (order, whitespace, types, trailing commas), send a new DRAFT\n   until you converge. Then send AGREE echoing the exact `code`. You must BOTH end\n   Phase 2 holding the identical agreed text for every overlapping construct.\n\nPHASE 3 — IMPLEMENT:\n6. For every overlapping construct, write the agreed `code` VERBATIM — copy it\n   exactly, do not paraphrase, retype, or reformat it. Both of you write the same text.\n7. For any construct only YOU touch (not overlapping), implement it normally — but it\n   must not overlap your partner\'s non-shared constructs.\n8. Send DONE when finished.\n\nThe whole point: for every construct you both edit, your patch and your partner\'s\npatch contain the IDENTICAL merged code, so git merges them as identical rather than\nconflicting — and each patch already satisfies both features there.\n', 'fields': [{'name': 'type', 'required': True, 'enum': ['SURVEY', 'DRAFT', 'AGREE', 'DONE'], 'description': 'coordination message type'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files this message is about'}, {'name': 'region', 'required': False, 'enum': None, 'description': ""which overlapping construct this DRAFT/AGREE is about (e.g. 'encode() method')""}, {'name': 'code', 'required': False, 'enum': None, 'description': ""the complete verbatim source of the merged construct — must be byte-identical to your partner's""}, {'name': 'note', 'required': False, 'enum': None, 'description': 'optional short rationale or the construct name(s) involved'}]}",1,1,1,1,0,0,1.5306477,2026-07-08T10:17:56.239304,2026-07-08T10:22:25.183003,smoke_ca_2.csv
smoke_ca_3,smoke_ca,3,smoke,claude-sonnet-5,coop,structured,"{'name': 'coauthor_overlap_v1', 'instructions': 'Coordinate in THREE STRICT PHASES. Do NOT edit any file until Phase 2 is agreed.\n\nPHASE 1 — DISCOVER OVERLAPPING CONSTRUCTS (messages only, NO editing yet):\n1. Immediately send a SURVEY: `files` = every file YOUR feature must edit, and in\n   `note` name the specific construct(s) — function/class/import block — you must\n   change (e.g. ""the `encode()` method"").\n2. Run `coop-await` — it BLOCKS until your partner replies — to read their SURVEY.\n3. Identify OVERLAPPING constructs: any function/class/block you BOTH must edit.\n\nPHASE 2 — CO-AUTHOR THE OVERLAP (still NO editing):\n4. For EACH overlapping construct, jointly write the FULL merged version of it — one\n   implementation that carries BOTH features\' behaviour at once (e.g. the whole\n   `encode()` method with BOTH new parameters AND both new code paths). Send a DRAFT:\n   `region` = which construct, `code` = the complete verbatim source of the merged\n   construct.\n5. `coop-await`, compare against your partner\'s DRAFT character-for-character. If they\n   differ in ANY way (order, whitespace, types, trailing commas), send a new DRAFT\n   until you converge. Then send AGREE echoing the exact `code`. You must BOTH end\n   Phase 2 holding the identical agreed text for every overlapping construct.\n\nPHASE 3 — IMPLEMENT:\n6. For every overlapping construct, write the agreed `code` VERBATIM — copy it\n   exactly, do not paraphrase, retype, or reformat it. Both of you write the same text.\n7. For any construct only YOU touch (not overlapping), implement it normally — but it\n   must not overlap your partner\'s non-shared constructs.\n8. Send DONE when finished.\n\nThe whole point: for every construct you both edit, your patch and your partner\'s\npatch contain the IDENTICAL merged code, so git merges them as identical rather than\nconflicting — and each patch already satisfies both features there.\n', 'fields': [{'name': 'type', 'required': True, 'enum': ['SURVEY', 'DRAFT', 'AGREE', 'DONE'], 'description': 'coordination message type'}, {'name': 'files', 'required': True, 'enum': None, 'description': 'comma-separated files this message is about'}, {'name': 'region', 'required': False, 'enum': None, 'description': ""which overlapping construct this DRAFT/AGREE is about (e.g. 'encode() method')""}, {'name': 'code', 'required': False, 'enum': None, 'description': ""the complete verbatim source of the merged construct — must be byte-identical to your partner's""}, {'name': 'note', 'required': False, 'enum': None, 'description': 'optional short rationale or the construct name(s) involved'}]}",1,1,1,1,0,0,1.6412655,2026-07-08T10:22:25.186619,2026-07-08T10:28:01.289605,smoke_ca_3.csv
